codigo;descripcion;uni_med;cantidad;valor;codigo_cliente;cuidad
1 0450237;DESOD. REXONA ROLLON V8  50ML.;UND;3;5,37;10177;LEONIDAS PLAZA
1 0450289;DESOD. AXE BODY SPRAY DARK TEMPTATION 150ML.;UND;2;6;10177;LEONIDAS PLAZA
1 0450335;CREMA PONDS 10GR. X 10 CLARANT B3;UND;1;6,38;10177;LEONIDAS PLAZA
1 0450336;CREMA PONDS 10GR. X 10 REJUVENES;UND;1;6,38;10177;LEONIDAS PLAZA
1 0450801;DESOD. REXONA 10GR. SACHET CLINICAL CLASIC;UNI;60;12;10177;LEONIDAS PLAZA
1 0451161;DESOD. DOVE ROLLON. DERMO CLARANT 50GR;UND;6;11,88;10177;LEONIDAS PLAZA
1 0866220;TOALLA INTIMA ALAS X 10;UNI;12;9,3;10177;LEONIDAS PLAZA
1 2500049;LIGAS FINAS RUBBER BANDS 300PCS;UNI;12;2,76;10177;LEONIDAS PLAZA
1 0450233;DESOD. REXONA ROLLON SPORTFAN 50ML.;;4;7,16;10177;LEONIDAS PLAZA
1 0450437;DESOD. REXONA ROLLON 50ML. X2 V8;;2;7,16;10177;LEONIDAS PLAZA
1 2540001;TINTE DE ROPA MAGICO NEGRO;;48;26,4;10177;LEONIDAS PLAZA
1 2541004;TINTE DE ROPA AZUL OSCURO GRAN COLOR;UND;12;6,6;10177;LEONIDAS PLAZA
1 3500200;OXIGENTA BMT VOL 20 DE 90ML.;UNI;10;14,94;10177;LEONIDAS PLAZA
1 3500201;OXIGENTA BMT VOL 30 DE 90ML.;;27;40,34;10177;LEONIDAS PLAZA
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;60;30,03;10177;LEONIDAS PLAZA
1 3622200;DECOLORANTE JOVE 20GR. MANZANILLA Y KERATIAN;UNI;20;21,24;10177;LEONIDAS PLAZA
2 0326456;TUSSOLVINA JARABE 120 ML;;6;15,96;10177;LEONIDAS PLAZA
2 9000481;ALCOHOL JANDL 100ML;UNI;12;4,8;10177;LEONIDAS PLAZA
2 9000490;NEOGRIPAL F X 10;UNI;1;3,62;10177;LEONIDAS PLAZA
2 9000510;AMPLIURINA FORTE X 10 CAP.;UNI;5;10,3;10177;LEONIDAS PLAZA
2 9000517;ALKA SELTZER BOOST TBA X 10;;7;16,73;10177;LEONIDAS PLAZA
2 9000518;LECHE MAGNESIA PHILLIP.  60 ML;UNI;7;8,61;10177;LEONIDAS PLAZA
2 9000519;LECHE MAGNESIA MK 120 ML.;UNI;4;6,96;10177;LEONIDAS PLAZA
2 9000520;FINALIN FORTE X 50;UNI;2;20,96;10177;LEONIDAS PLAZA
2 9000522;MENTOL CHINO 10 GR.;;60;31,44;10177;LEONIDAS PLAZA
2 9000524;VAPORAL LATA;UNI;12;4,08;10177;LEONIDAS PLAZA
2 9000569;VAPORUB INHALADOR X1;UNI;12;4,2;10177;LEONIDAS PLAZA
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;;72;426,15;10184;PORTOVIEJO
1 0011045;JABON LIQUIDO HANDS CLEAN FRESH 500ML.;UNI;6;15,77;10184;PORTOVIEJO
1 0030198;CURITA HANSAPLAST TRANSP. X 100;UND;1;1,9;10184;PORTOVIEJO
1 0041006;PILA SONY CARBON X 1 AAA;UND;40;8;10184;PORTOVIEJO
1 0080270;MENTICOL ROJO 150 CC.;UND;13;23,73;10184;PORTOVIEJO
1 0080280;MENTICOL VERDE 150 C.;UND;6;10,83;10184;PORTOVIEJO
1 0110223;ACEITE ONLY 120CC.;UND;7;5,95;10184;PORTOVIEJO
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;40;24;10184;PORTOVIEJO
1 0160050;ACEITE JOHNSON BABY  50 ML.;;38;47,12;10184;PORTOVIEJO
1 0170176;ALCOHOL JANDL 250ML SPRAY;UNI;24;41,28;10184;PORTOVIEJO
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;300;58,65;10184;PORTOVIEJO
1 0182004;CEPILLO DENTAL MORGEM DUAL ACTION;UNI;-420;-57,96;10184;PORTOVIEJO
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;3;6,3;10184;PORTOVIEJO
1 0230001;AFEITABIC;UNI;624;172,8;10184;PORTOVIEJO
1 0230016;DESOD. SUTTON ROSADO 75GR. ROLLON;UND;12;13,11;10184;PORTOVIEJO
1 0230044;DESOD. SUTTON AC SOFT HOMBRE 75GR. ROLLON;UNI;72;74,52;10184;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;12;3,67;10184;PORTOVIEJO
1 0235189;CINTA EMPAQUE X 90YD.;UNI;6;6,05;10184;PORTOVIEJO
1 0274032;SH. FAMILY 180ML. MANZANILLA;;84;33,6;10184;PORTOVIEJO
1 0274035;SH. FAMILY 180ML. CONTROL TOTAL;UNI;12;4,32;10184;PORTOVIEJO
1 0274041;SH. FAMILY 1000CC. SABILA;UND;6;16,5;10184;PORTOVIEJO
1 0274044;SH. FAMILY 1000CC. MANZANILLA;UND;6;16,5;10184;PORTOVIEJO
1 0450234;DESOD. REXONA ROLLON 50ML. X2 BAMBU;UND;2;7,16;10184;PORTOVIEJO
1 0450235;DESOD. REXONA ROLLON TROP ENERG 50ML.;UND;8;14,32;10184;PORTOVIEJO
1 0610001;ESPARADRAPO HERENCO X 50 TIRAS;UNI;12;19,97;10184;PORTOVIEJO
1 0680004;PEINE PLAST. CLASICC 155 VANDUX DE BOLSILLO;UNI;24;1,92;10184;PORTOVIEJO
1 0860027;PANALIN PLUS GRANDE X 24;UNI;16;46,4;10184;PORTOVIEJO
1 0860036;TOALLITAS HUMEDAS PANALIN X 50 MANZANILLA;UNI;7;5,6;10184;PORTOVIEJO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;30;22,32;10184;PORTOVIEJO
1 2610051;GASA QUIRURGICA HERENCO 7.5X7.5CM.;UND;100;9;10184;PORTOVIEJO
1 2611030;JERINGA VANJERIN 10CC. 21G X 1.5;UND;100;12,5;10184;PORTOVIEJO
1 2613000;ALGODON 8 GR. FARMACOTTON;UNI;13;2,47;10184;PORTOVIEJO
1 2613005;ALGODON 15GR. FARMACOTTON;UND;13;4,29;10184;PORTOVIEJO
1 2613015;ALGODON 5 GR.FARMACOTTON;UND;13;1,56;10184;PORTOVIEJO
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;6;2,82;10184;PORTOVIEJO
1 3320126;ACEITE DE COCO CHERY 45CC.;UNI;12;5,4;10184;PORTOVIEJO
1 3620855;GEL FINAL TOUCH 15ML SACHET;UND;48;4,8;10184;PORTOVIEJO
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;260;130,13;10184;PORTOVIEJO
1 3850005;GEL ROLDA 120GR. BLANCO;UND;24;21,58;10184;PORTOVIEJO
1 9000031;SH. SAIRO 2 EN 1 ARGAN 750ML.;;32;61,92;10184;PORTOVIEJO
1 9000032;SH. SAIRO BABY 750ML.;UNI;16;30,96;10184;PORTOVIEJO
2 0100002;DIAREN 200/350MG. X 20 COMP.;UNI;3;18;10184;PORTOVIEJO
2 0326461;SINGRIPAL X 51 TABLETAS;UNI;2;19,8;10184;PORTOVIEJO
2 3131160;PARACETAMOL 500MG. PORTUGAL X 100 TAB.;UNI;1;2,25;10184;PORTOVIEJO
2 9000481;ALCOHOL JANDL 100ML;UNI;24;9,6;10184;PORTOVIEJO
2 9000484;MOLAREX X 6 (RISTRA);UNI;4;5,32;10184;PORTOVIEJO
2 9000486;DICLOFENACO GEN FAR 50MG.X30 GRAGEAS;UNI;5;8,6;10184;PORTOVIEJO
2 9000490;NEOGRIPAL F X 10;UNI;2;7,24;10184;PORTOVIEJO
2 9000499;APRONAX 550 MG X 20;UNI;7;44,4;10184;PORTOVIEJO
2 9000502;FEMEN 200MG. X 5 CAP.;UNI;10;14,3;10184;PORTOVIEJO
2 9000505;PARACETAMOL 500MG. X100 TAB. ACETAMIN;UNI;3;12,51;10184;PORTOVIEJO
2 9000508;CATAFLAN 50MG. X 20;UNI;3;15,39;10184;PORTOVIEJO
2 9000513;ASPIRINA ADVANCED SOBRE X 10;UNI;2;8,78;10184;PORTOVIEJO
2 9000518;LECHE MAGNESIA PHILLIP.  60 ML;UNI;13;15,99;10184;PORTOVIEJO
2 9000520;FINALIN FORTE X 50;UNI;2;20,96;10184;PORTOVIEJO
2 9000521;MENTOL SIKURA 10GR.;UNI;24;9,84;10184;PORTOVIEJO
2 9000523;MENTOL SIKURA 60GR. POMO;UNI;3;7,8;10184;PORTOVIEJO
2 9000528;ALCOHOL CHERRY 250ML SPRAY;UNI;3;5,16;10184;PORTOVIEJO
2 9000529;ALCOHOL JL 100ML;UNI;60;24;10184;PORTOVIEJO
2 9000541;BENZOPAREGORICA X20;UNI;2;6,94;10184;PORTOVIEJO
2 9000543;SERTAL COMPUESTO X 10 COMPRIMIDOS;UNI;2;6,08;10184;PORTOVIEJO
2 9000548;AMPIBEX 500MG. X 24 CAPSULAS;UNI;10;38;10184;PORTOVIEJO
1 0010155;GEL EGO ATTRACTION 90GR;UNI;7;5,92;10203;ROCAFUERTE
1 0010156;GEL EGO ATTRACTION 190ML.;UNI;4;5,32;10203;ROCAFUERTE
1 0080280;MENTICOL VERDE 150 C.;UND;4;7,6;10203;ROCAFUERTE
1 0230001;AFEITABIC;UNI;24;7,2;10203;ROCAFUERTE
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;7;4,34;10203;ROCAFUERTE
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;7;8,05;10203;ROCAFUERTE
1 0235030;BIGEN N 59 NEGRO ORIENTAL 60GR.;UND;8;24,8;10203;ROCAFUERTE
1 0235033;BIGEN N 58 NEGRO NATURAL;UND;4;12,4;10203;ROCAFUERTE
1 0270760;FIJADOR SPRAYFLEX  75 CC.EXTRA FUERTE;UND;3;5,96;10203;ROCAFUERTE
1 0270761;FIJADOR SPRAYFLEX 75CC. FUERTE;UND;3;5,96;10203;ROCAFUERTE
1 0274041;SH. FAMILY 1000CC. SABILA;UND;1;2,75;10203;ROCAFUERTE
1 0450233;DESOD. REXONA ROLLON SPORTFAN 50ML.;UND;4;7,16;10203;ROCAFUERTE
1 0450437;DESOD. REXONA ROLLON 50ML. X2 V8;UNI;2;7,16;10203;ROCAFUERTE
1 0861000;TINTE COLOR TONE 20 NEGRO KIT;UND;3;7,1;10203;ROCAFUERTE
1 0861010;TINTE COLOR TONE 28 NEGRO AZULADO KIT;UND;3;7,1;10203;ROCAFUERTE
1 0861020;TINTE COLOR TONE 30 CASTANO NEGRO KIT;UND;3;7,1;10203;ROCAFUERTE
1 0861030;TINTE COLOR TONE 36 CASTANO OSCURO KIT;UND;3;7,1;10203;ROCAFUERTE
1 0861045;TINTE COLOR TONE 45 CHOCOLATE KIT;UND;3;7,1;10203;ROCAFUERTE
1 2431000;DESOD. ULTRA 24 FRESH 75GR.;UND;7;12,04;10203;ROCAFUERTE
1 3480031;COLONIA JEAN NATE 300CC.;UNI;1;3,65;10203;ROCAFUERTE
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;20;10,01;10203;ROCAFUERTE
1 0011030;ACEITE ROJO PARA MUEBLE MOEBEL 240ML.;FCO;7;13,44;10242;SANTA ANA
1 0080040;DESOD. NODOR CLASICO ROJO 10 GR.;UND;12;6;10242;SANTA ANA
1 0080112;JABON PALMOLIVE SUAVIDAD RADIANTE 130GR;UNI;3;7,11;10242;SANTA ANA
1 0110147;CHERRY AUTOP. CAFE 60 ML.;UND;3;5,76;10242;SANTA ANA
1 0110223;ACEITE ONLY 120CC.;UND;7;5,95;10242;SANTA ANA
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;13;16,12;10242;SANTA ANA
1 0160140;COTONETES MADERA CARLITOS 3 x100;UND;26;10,32;10242;SANTA ANA
1 0182004;CEPILLO DENTAL MORGEM DUAL ACTION;UNI;14;1,79;10242;SANTA ANA
1 0182005;CEPILLO DENTAL MORGEM COLOR CRISTAL ESTUCHE;UNI;12;6,72;10242;SANTA ANA
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;;39;42,6;10242;SANTA ANA
1 0274044;SH. FAMILY 1000CC. MANZANILLA;;6;16,5;10242;SANTA ANA
1 0866220;TOALLA INTIMA ALAS X 10;;42;31,62;10242;SANTA ANA
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;20;10,01;10242;SANTA ANA
2 9000540;UMBRAL 500MG X 10;UNI;3;5,4;10242;SANTA ANA
1 0866220;TOALLA INTIMA ALAS X 10;UNI;30;22,32;10243;SANTA ANA
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;4;25;10271;SAN VICENTE
1 0010147;GEL EGO POWER 90ML.;UNI;13;10,3;10271;SAN VICENTE
1 0010151;SH. SAVITAL 550ML. KERATINA;UNI;6;23,56;10271;SAN VICENTE
1 0010152;SH. SAVITAL 550ML. MULTIVITAMINA;UNI;4;15,71;10271;SAN VICENTE
1 0010167;CREMA DE PEINAR SAVITAL 275CC. COLAGENO;UNI;4;12;10271;SAN VICENTE
1 0041004;PILA SONY ALKALINAS AA/2;UND;15;20,25;10271;SAN VICENTE
1 0080033;JABON PROTEX TRIPACK 125GR. FRESH;UND;3;6,9;10271;SAN VICENTE
1 0080040;DESOD. NODOR CLASICO ROJO 10 GR.;;36;18;10271;SAN VICENTE
1 0080041;DESOD. NODOR SPORT AZUL 10 GR.;;4;12;10271;SAN VICENTE
1 0080270;MENTICOL ROJO 150 CC.;;17;32,18;10271;SAN VICENTE
1 0080280;MENTICOL VERDE 150 C.;UND;13;24,58;10271;SAN VICENTE
1 0120111;AFEIT.PRESTOBARBA ULTRAGRIP;UND;28;21,12;10271;SAN VICENTE
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;;80;48;10271;SAN VICENTE
1 0160051;ACEITE JOHNSON BABY 100 ML.;UND;3;6;10271;SAN VICENTE
1 0160051;ACEITE JOHNSON BABY 100 ML.;UND;4;8;10271;SAN VICENTE
1 0160133;TETINES CARLITOS SILICON (CAJA);UND;6;1,8;10271;SAN VICENTE
1 0230001;AFEITABIC;;120;36;10271;SAN VICENTE
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;;27;15,91;10271;SAN VICENTE
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;;47;52,55;10271;SAN VICENTE
1 0230043;DESOD. SUTTON AC SOFT HOMBRE 30GR. ROLLON;UNI;12;7,07;10271;SAN VICENTE
1 0230071;NAIPE TUN HUANG;UNI;60;19,98;10271;SAN VICENTE
1 0230924;PEGAMENTO SUPER DURA  X 1;;208;26,05;10271;SAN VICENTE
1 0400421;ATOMIZADOR FRASCO PERA;UND;12;12;10271;SAN VICENTE
1 0450024;SH. HEAD AND SHOULDERS 375ML PURIFICACION CAPILA;UNI;6;33,63;10271;SAN VICENTE
1 0450070;SH. HEAD SHOULDERS 180ML. MANZANA FRESH;UNI;6;20,52;10271;SAN VICENTE
1 0450071;SH. HEAD SHOULDERS 180ML. NUTRICION PROFUNDA;UNI;6;19,49;10271;SAN VICENTE
1 0450126;SH. SEDAL DE 340ML. YUYA DETOX;UNI;6;20,59;10271;SAN VICENTE
1 0450169;SH. SEDAL 190ML. RIZOS;UNI;8;19,36;10271;SAN VICENTE
1 0450364;SH. HEAD AND SHOULDERS 375ML LIMPIEZA RENOVADORA;UNI;6;35,4;10271;SAN VICENTE
1 3620855;GEL FINAL TOUCH 15ML SACHET;UND;24;0,001;10271;SAN VICENTE
1 3621230;HOJA DE AFEITAR ASTRA X 5;;220;110,11;10271;SAN VICENTE
1 3850001;GEL ROLDA 120GR.MORADO;UND;7;6,7;10271;SAN VICENTE
1 3850065;GEL ROLDA SACHET 15GR. SURTIDOS;UNI;24;3;10271;SAN VICENTE
2 9000517;ALKA SELTZER BOOST TBA X 10;;4;9,56;10271;SAN VICENTE
2 9000522;MENTOL CHINO 10 GR.;UNI;24;12,58;10271;SAN VICENTE
2 9000549;SAL ANDREWS X 1 SOBRES;UNI;84;13,78;10271;SAN VICENTE
1 0030198;CURITA HANSAPLAST TRANSP. X 100;UND;1;1,9;10299;PORTOVIEJO
2 0310290;SILDENAFILO 50MG. X 4 TAB. PORTUGAL;UNI;1;2;10299;PORTOVIEJO
2 9000517;ALKA SELTZER BOOST TBA X 10;UNI;1;2,39;10299;PORTOVIEJO
2 9000522;MENTOL CHINO 10 GR.;UNI;12;6,29;10299;PORTOVIEJO
2 9000538;BUPREX MIGRA X 20;UNI;1;9;10299;PORTOVIEJO
1 0011030;ACEITE ROJO PARA MUEBLE MOEBEL 240ML.;FCO;15;26,7;10317;PORTOVIEJO
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;13;16,12;10317;PORTOVIEJO
1 0160141;COTONETES MADERA CLEAN UP 3 x100;UNI;15;4,8;10317;PORTOVIEJO
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;20;12;10386;CALCETA
1 0160140;COTONETES MADERA CARLITOS 3 x100;UND;26;10,32;10386;CALCETA
1 0450049;JABON REXONA X 3 MEN ACTIVE;UND;7;13,02;10386;CALCETA
1 0450099;JABON DOVE X 4 90GR. LECHE DE COCO;UNI;7;23,04;10386;CALCETA
1 0450233;DESOD. REXONA ROLLON SPORTFAN 50ML.;UND;7;12,53;10386;CALCETA
1 0450437;DESOD. REXONA ROLLON 50ML. X2 V8;UNI;3;10,74;10386;CALCETA
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;40;20,02;10386;CALCETA
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;;36;216;10462;PORTOVIEJO
1 0450224;DESOD. REXONA ROLLON BAMBOO 50ML.;UND;3;5,37;10462;PORTOVIEJO
1 0450237;DESOD. REXONA ROLLON V8  50ML.;UND;3;5,37;10462;PORTOVIEJO
1 0451133;DESOD. DOVE ROLLON CLEAR TONE 50ML.;UNI;6;11,7;10462;PORTOVIEJO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;10;7,44;10462;PORTOVIEJO
2 3131160;PARACETAMOL 500MG. PORTUGAL X 100 TAB.;UNI;1;2,25;10518;PORTOVIEJO
2 3131382;AZITROMICINA 500MG. X10 TAB, PORTUGAL;UNI;1;6,67;10518;PORTOVIEJO
2 9000481;ALCOHOL JANDL 100ML;UNI;12;4,8;10518;PORTOVIEJO
2 9000520;FINALIN FORTE X 50;UNI;2;22,34;10518;PORTOVIEJO
2 9000521;MENTOL SIKURA 10GR.;UNI;12;7,08;10518;PORTOVIEJO
2 9000524;VAPORAL LATA;UNI;12;4,08;10518;PORTOVIEJO
2 9000538;BUPREX MIGRA X 20;UNI;1;9;10518;PORTOVIEJO
1 0011030;ACEITE ROJO PARA MUEBLE MOEBEL 240ML.;FCO;7;13,44;10618;SAN CLEMENTE
1 0050052;TIJERA DOBLABLE PEQUENA;UND;24;10,8;10618;SAN CLEMENTE
1 0200011;DELINEADOR BELL CAFE OSCURO;UNI;12;5,4;10618;SAN CLEMENTE
1 0231160;FUNDA REGALO PLASTICA MEDIANA 29X32;UND;12;3,37;10618;SAN CLEMENTE
1 0231161;FUNDA REGALO PLASTCA GRANDE 32X43;UND;12;5,4;10618;SAN CLEMENTE
1 0400310;GLOBO DECORATIVO N 9;UND;3;10,49;10618;SAN CLEMENTE
1 0680020;PEINILLA PLAST. 163GN MANGO CORT VANDUX;UND;24;4,5;10618;SAN CLEMENTE
1 0680023;PEINILLA PLAST. 181GN MANGO LARG VANDUX;UND;24;7,99;10618;SAN CLEMENTE
1 3131011;BLOQUEADOR SOLAR BAHIA DEFENSA DIARIA 60 10G.;UNI;61;36,78;10618;SAN CLEMENTE
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;13;4,89;10618;SAN CLEMENTE
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;40;24;10623;PORTOVIEJO
1 0270500;DETAN LOCION 120ML. ANTIMOSQUITO;;26;73,94;10623;PORTOVIEJO
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;7;43,75;10675;BAHIA
1 0000047;VELAS PARTY HAPPY BIRTHDAY YG024;UNI;7;7,84;10675;BAHIA
1 0000048;VELAS DE COLORES X6 YG25;UNI;7;9,31;10675;BAHIA
1 0011030;ACEITE ROJO PARA MUEBLE MOEBEL 240ML.;FCO;7;13,44;10675;BAHIA
1 0041222;PILA TOCEBA RICH X4 AAA;UNI;12;4,32;10675;BAHIA
1 0050101;QUITA ESMALTE GLAMOUR 30CC;UNI;24;5,76;10675;BAHIA
1 0080203;CEPILLO COLGATE TWISTER X1;UNI;12;12,01;10675;BAHIA
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;20;12;10675;BAHIA
1 0160140;COTONETES MADERA CARLITOS 3 x100;UND;26;10,32;10675;BAHIA
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;24;4,42;10675;BAHIA
1 0230001;AFEITABIC;UNI;26;7,2;10675;BAHIA
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;12;13,11;10675;BAHIA
1 0230071;NAIPE TUN HUANG;UNI;12;3,67;10675;BAHIA
1 0230924;PEGAMENTO SUPER DURA  X 1;;80;10,02;10675;BAHIA
1 027002501;JABON PROACTIVE 110GR. X 3 HIDRALOE;UNI;13;20,04;10675;BAHIA
1 0274030;SH. FAMILY 180ML. SABILA;UNI;3;1,2;10675;BAHIA
1 0274032;SH. FAMILY 180ML. MANZANILLA;UNI;3;1,2;10675;BAHIA
1 0274035;SH. FAMILY 180ML. CONTROL TOTAL;UNI;3;1,2;10675;BAHIA
1 0404004;CORTA UNA ZINGER GRANDE;UNI;12;10,8;10675;BAHIA
1 0450073;SH. HEAD SHOULDERS 180ML. OLD SPICE;UNI;13;42,24;10675;BAHIA
1 0450289;DESOD. AXE BODY SPRAY DARK TEMPTATION 150ML.;UND;4;12;10675;BAHIA
1 0866220;TOALLA INTIMA ALAS X 10;UNI;16;12,09;10675;BAHIA
1 0866233;TOALLA INTIMA NOCTURNA CON ALAS X 10;UNI;7;11,9;10675;BAHIA
1 0866240;PROTECTORES DIARIOS INTIMA X 15;UND;13;9,72;10675;BAHIA
2 9000498;APRONAX 275MG. LIQUID GELS X 20;;4;24;10675;BAHIA
2 9000499;APRONAX 550 MG X 20;UNI;1;7,4;10675;BAHIA
2 9000501;FEMEN FORTE X 10;UNI;5;12,85;10675;BAHIA
2 9000517;ALKA SELTZER BOOST TBA X 10;UNI;3;7,17;10675;BAHIA
2 9000524;VAPORAL LATA;UNI;12;4,08;10675;BAHIA
2 9000525;BISOLVON LINCTUS 120ML.ADULTOS;UNI;3;14,76;10675;BAHIA
2 9000549;SAL ANDREWS X 1 SOBRES;UNI;100;16,4;10675;BAHIA
2 9000558;KUFER Q FORTE CAP. X 30;UNI;1;8,7;10675;BAHIA
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;12;72;10677;LEONIDAS PLAZA
1 0005028;LIMA DE UNA + PATA DE CABRA OPI;UNI;24;6,34;10677;LEONIDAS PLAZA
1 0190060;ESMALTE JEAN SCENCE BRILLO 14 ML;UND;12;6,8;10677;LEONIDAS PLAZA
1 0270088;TALCO AZURRA 50 GR.;;8;12,4;10677;LEONIDAS PLAZA
1 0270089;TALCO AZURRA 100 GR.;UND;7;13,51;10677;LEONIDAS PLAZA
1 0270761;FIJADOR SPRAYFLEX 75CC. FUERTE;UND;12;23,83;10677;LEONIDAS PLAZA
1 0400310;GLOBO DECORATIVO N 9;UND;3;10,49;10677;LEONIDAS PLAZA
1 0680025;PEINILLA DE BOLSILLO BOM PLAST;UNI;48;4,8;10677;LEONIDAS PLAZA
1 0860201;FIJADOR HAR FUERTE 125ML.;UND;4;12,8;10677;LEONIDAS PLAZA
1 3500001;TINTE DUO KIT 1 NEGRO;UND;12;40,5;10677;LEONIDAS PLAZA
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;120;60,06;10677;LEONIDAS PLAZA
1 3850004;GEL ROLDA 120GR. AZUL;UND;24;20,4;10677;LEONIDAS PLAZA
2 9000549;SAL ANDREWS X 1 SOBRES;UNI;36;5,9;10677;LEONIDAS PLAZA
2 9000567;BIOTANIK ALCOHOL ATOMIZADOR 250ML;UNI;13;21,24;10677;LEONIDAS PLAZA
1 0230001;AFEITABIC;UNI;26;7,2;10690;CHONE
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;16;2;10690;CHONE
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;3;18,75;10764;SANTA ANA
1 0010147;GEL EGO POWER 90ML.;UNI;3;2,51;10764;SANTA ANA
1 0010155;GEL EGO ATTRACTION 90GR;UNI;3;2,54;10764;SANTA ANA
1 0011030;ACEITE ROJO PARA MUEBLE MOEBEL 240ML.;FCO;7;13,44;10764;SANTA ANA
1 0080270;MENTICOL ROJO 150 CC.;UND;4;7,6;10764;SANTA ANA
1 0080280;MENTICOL VERDE 150 C.;UND;3;5,7;10764;SANTA ANA
1 0080502;CEPILLO COLGATE PREMIER X 1;UND;12;8,11;10764;SANTA ANA
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;20;12;10764;SANTA ANA
1 0160050;ACEITE JOHNSON BABY  50 ML.;;13;16,12;10764;SANTA ANA
1 0160051;ACEITE JOHNSON BABY 100 ML.;UND;4;8;10764;SANTA ANA
1 0160140;COTONETES MADERA CARLITOS 3 x100;UND;26;10,32;10764;SANTA ANA
1 0182004;CEPILLO DENTAL MORGEM DUAL ACTION;UNI;14;1,79;10764;SANTA ANA
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;3;6,14;10764;SANTA ANA
1 0230001;AFEITABIC;;74;22,2;10764;SANTA ANA
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;7;4,34;10764;SANTA ANA
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;;8;9,2;10764;SANTA ANA
1 0230043;DESOD. SUTTON AC SOFT HOMBRE 30GR. ROLLON;;24;14,14;10764;SANTA ANA
1 0450069;SH. HEAD SHOULDERS 180ML. LIMPIEZA RENOVADORA;UNI;3;9,75;10764;SANTA ANA
1 0451162;DESOD. DOVE SERUM ROLLON 50ML;UNI;3;7,11;10764;SANTA ANA
1 0866220;TOALLA INTIMA ALAS X 10;;24;18,6;10764;SANTA ANA
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;20;10,01;10764;SANTA ANA
1 3850001;GEL ROLDA 120GR.MORADO;UND;12;11,48;10764;SANTA ANA
1 3850003;GEL ROLDA 120GR.ROJO;UND;12;11,48;10764;SANTA ANA
1 9000031;SH. SAIRO 2 EN 1 ARGAN 750ML.;UNI;3;6,81;10764;SANTA ANA
2 9000515;TALCO FUNGIREX CHICO 45G.;UNI;3;4,89;10764;SANTA ANA
2 9000522;MENTOL CHINO 10 GR.;UNI;12;6,29;10764;SANTA ANA
2 9000527;ALCOHOL CHERY 1000ML;UNI;3;10,94;10764;SANTA ANA
1 0110222;ACEITE ONLY 30CC;UND;13;4,16;10879;LEONIDAS PLAZA
1 0010147;GEL EGO POWER 90ML.;UNI;6;5,02;10880;JUNIN
1 0010155;GEL EGO ATTRACTION 90GR;UNI;7;5,92;10880;JUNIN
1 0010156;GEL EGO ATTRACTION 190ML.;UNI;6;7,98;10880;JUNIN
1 0010165;SH. SAVITAL COLAGENO Y SABILA 550ML.;UNI;3;11,78;10880;JUNIN
1 0010166;ACOND. SAVITAL COLAGENO 530ML.;UNI;3;11,78;10880;JUNIN
1 0041006;PILA SONY CARBON X 1 AAA;UND;40;8;10880;JUNIN
1 0041222;PILA TOCEBA RICH X4 AAA;UNI;12;4,32;10880;JUNIN
1 0080040;DESOD. NODOR CLASICO ROJO 10 GR.;UND;12;6;10880;JUNIN
